transliterated,reference,distance,address
cistōiš,cistōiš,0,"[{'id': 'Y66.15b', 'index': 4}]"
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y66.15b', 'index': 5}, {'id': 'Y66.15b', 'index': 6}]"
ərəϑə̄,ərəϑə̄,0,"[{'id': 'Y66.15b', 'index': 7}]"
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y66.15b', 'index': 8}]"
rasąstātō,rasąstātō,0,"[{'id': 'Y66.15b', 'index': 9}, {'id': 'Y66.15b', 'index': 10}]"
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y66.15b', 'index': 11}]"
xᵛarənaŋhō,xᵛarənaŋhō,0,"[{'id': 'Y66.15b', 'index': 12}]"
sauuaŋhō,sauuaŋhō,0,"[{'id': 'Y66.15b', 'index': 13}, {'id': 'Y66.15b', 'index': 14}]"
mazdaδātahe,mazdaδātahe,0,"[{'id': 'Y66.15b', 'index': 15}]"
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y66.15b', 'index': 16}, {'id': 'Y66.16a', 'index': 0}, {'id': 'Y66.16a', 'index': 1}]"
daδąmi,daδąmi,0,"[{'id': 'Y66.16a', 'index': 2}]"
dahmaiiā̊,daɱaiiā̊,2,"[{'id': 'Y66.16a', 'index': 3}]"
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y66.16a', 'index': 4}, {'id': 'Y66.16a', 'index': 5}]"
āfritōiš,āfritōiš,0,"[{'id': 'Y66.16a', 'index': 6}]"
dahmaheca,amaheca,2,"[{'id': 'Y66.16a', 'index': 7}]"
narš,narš,0,"[{'id': 'Y66.16a', 'index': 8}]"
aṣ̌aōnō,aṣ̌aōnō,0,"[{'id': 'Y66.16a', 'index': 9}]"
uγraheca,uγraheca,0,"[{'id': 'Y66.16a', 'index': 10}]"
taxmahe,taxmahe,0,"[{'id': 'Y66.16a', 'index': 11}, {'id': 'Y66.16a', 'index': 12}]"
dāmōiš,dāmōiš,0,"[{'id': 'Y66.16a', 'index': 13}]"
upamanaheca,upamanahe,2,"[{'id': 'Y66.16a', 'index': 14}]"
upamanahe,upamanahe,0,"[{'id': 'Y66.16a', 'index': 15}]"
upamanaheca,upamanahe,2,"[{'id': 'Y66.16a', 'index': 16}]"
upamanahe,upamanahe,0,"[{'id': 'Y66.16a', 'index': 17}]"
yazatahe,yazatahe,0,"[{'id': 'Y66.16a', 'index': 18}]"
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y66.16a', 'index': 19}, {'id': 'Y66.17a', 'index': 0}]"
daδąmi,daδąmi,0,"[{'id': 'Y66.17a', 'index': 1}, {'id': 'Y66.17a', 'index': 2}]"
ā̊ŋhąm,ā̊ŋhąm,0,"[{'id': 'Y66.17a', 'index': 3}]"
asaŋhąmca,asaŋhąmca,0,"[{'id': 'Y66.17a', 'index': 4}]"
šōiϑranąmca,šōiϑranąmca,0,"[{'id': 'Y66.17a', 'index': 5}, {'id': 'Y66.17a', 'index': 6}]"
gaōiiaōitanąmca,gaōiiaōitinąmca,1,"[{'id': 'Y66.17a', 'index': 7}]"
maēϑananąmca,maēϑananąmca,0,"[{'id': 'Y66.17a', 'index': 8}, {'id': 'Y66.17a', 'index': 9}]"
auuōxᵛarənanąmca,auuōxᵛarənanąmca,0,"[{'id': 'Y66.17a', 'index': 10}]"
apąmca,apąmca,0,"[{'id': 'Y66.17a', 'index': 11}, {'id': 'Y66.17a', 'index': 12}]"
zimąmca,zəmąmca,1,"[{'id': 'Y66.17a', 'index': 13}]"
uruuaranąmca,uruuaranąmca,0,"[{'id': 'Y66.17a', 'index': 14}]"
aŋ́hā̊sca,aiŋ́hā̊sca,1,"[{'id': 'Y66.17a', 'index': 15}, {'id': 'Y66.17a', 'index': 16}]"
zimō,yimō,1,"[{'id': 'Y66.17a', 'index': 17}]"
auuaŋ́heca,auuaŋ́heca,0,"[{'id': 'Y66.17a', 'index': 18}]"
aṣ̌nō,ašnō,1,"[{'id': 'Y66.17a', 'index': 19}]"
vātaheca,vātaheca,0,"[{'id': 'Y66.17a', 'index': 20}]"
aṣ̌aōnō,aṣ̌aōnō,0,"[{'id': 'Y66.17a', 'index': 21}]"
strąm,strąm,0,"[{'id': 'Y66.17a', 'index': 22}]"
mā̊ŋhō,mā̊ŋhō,0,"[{'id': 'Y66.17a', 'index': 23}]"
hīrō,hūrō,1,"[{'id': 'Y66.17a', 'index': 24}]"
anaγranąm,anaγranąm,0,"[{'id': 'Y66.17a', 'index': 25}, {'id': 'Y66.17a', 'index': 26}]"
raōcaŋhąm,raōcaŋhąm,0,"[{'id': 'Y66.17a', 'index': 27}]"
xᵛaδātanąm,xᵛaδātanąm,0,"[{'id': 'Y66.17a', 'index': 28}]"
vīspanąmca,vīspanąmca,0,"[{'id': 'Y66.17a', 'index': 29}, {'id': 'Y66.17a', 'index': 30}]"
spəṇtahe,spəṇtahe,2,"[{'id': 'Y66.17a', 'index': 31}]"
maińiiə̄uš,maińiiə̄uš,2,"[{'id': 'Y66.17a', 'index': 32}, {'id': 'Y66.17a', 'index': 33}]"
dāmanąm,dāmanąm,0,"[{'id': 'Y66.17a', 'index': 34}]"
aṣ̌aōnąm,aṣ̌aōnąm,0,"[{'id': 'Y66.17a', 'index': 35}]"
aṣ̌aōninąmca,aṣ̌aōninąmca,0,"[{'id': 'Y66.17a', 'index': 36}, {'id': 'Y66.17a', 'index': 37}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y66.17a', 'index': 38}]"
raϑβąm,raϑβąm,0,"[{'id': 'Y66.17a', 'index': 39}]"
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y66.17a', 'index': 40}, {'id': 'Y66.18a', 'index': 0}]"
daδąmi,daδąmi,0,"[{'id': 'Y66.18a', 'index': 1}]"
raϑβō,raϑβō,0,"[{'id': 'Y66.18a', 'index': 2}]"
bərəzatō,bərəzatō,0,"[{'id': 'Y66.18a', 'index': 3}, {'id': 'Y66.18a', 'index': 4}]"
yō,yō,0,"[{'id': 'Y66.18a', 'index': 5}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y66.18a', 'index': 6}]"
raϑβąm,raϑβąm,0,"[{'id': 'Y66.18a', 'index': 7}]"
aiiaranąmca,aiiaranąmca,0,"[{'id': 'Y66.18a', 'index': 8}, {'id': 'Y66.18a', 'index': 9}]"
asniianąmca,asńiianąmca,1,"[{'id': 'Y66.18a', 'index': 10}]"
māhiianąmca,māhiianąmca,0,"[{'id': 'Y66.18a', 'index': 11}, {'id': 'Y66.18a', 'index': 12}]"
yāiriianąmca,yāiriianąmca,0,"[{'id': 'Y66.18a', 'index': 13}]"
sarəδanąmca,sarəδanąmca,0,"[{'id': 'Y66.18a', 'index': 14}, {'id': 'Y66.18a', 'index': 15}]"
yōi,yōi,0,"[{'id': 'Y66.18a', 'index': 16}]"
həṇti,həṇti,2,"[{'id': 'Y66.18a', 'index': 17}]"
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y66.18a', 'index': 18}]"
ratauuō,ratauuō,0,"[{'id': 'Y66.18a', 'index': 19}]"
hāuuanōiš,hāuuanōiš,0,"[{'id': 'Y66.18a', 'index': 20}, {'id': 'Y66.18b', 'index': 0}]"
raϑβō,raϑβō,0,"[{'id': 'Y66.18b', 'index': 1}]"
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y66.18b', 'index': 2}, {'id': 'Y66.19a', 'index': 0}, {'id': 'Y66.19a', 'index': 1}]"
daδąmi,daδąmi,0,"[{'id': 'Y66.19a', 'index': 2}]"
imąm,imąm,0,"[{'id': 'Y66.19a', 'index': 3}]"
zaōϑrąm,zaōϑrąm,0,"[{'id': 'Y66.19a', 'index': 4}]"
haōmauuaitīm,haōmauuaitīm,0,"[{'id': 'Y66.19a', 'index': 5}]"
gaōmauuaitīm,gaōmauuaitīm,0,"[{'id': 'Y66.19a', 'index': 6}]"
haδānaēpatauuaitīm,haδānaēpatauuaitīm,0,"[{'id': 'Y66.19a', 'index': 7}]"
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y66.19a', 'index': 8}]"
uzdātąm,uzdātąm,0,"[{'id': 'Y66.19a', 'index': 9}]"
tauua,tauua,0,"[{'id': 'Y66.19a', 'index': 10}]"
ahurāne,ahurāne,0,"[{'id': 'Y66.19a', 'index': 11}]"
ahurahe,ahurahe,0,"[{'id': 'Y66.19a', 'index': 12}, {'id': 'Y66.19a', 'index': 13}]"
xšnīmaine,xšnūmaine,1,"[{'id': 'Y66.19a', 'index': 14}]"
ahurahe,ahurahe,0,"[{'id': 'Y66.19a', 'index': 15}, {'id': 'Y66.19ShnumanGen.a', 'index': 0}]"
mazdā̊,mazdā̊,0,"[{'id': 'Y66.19ShnumanGen.a', 'index': 1}]"
raēuuatō,raēuuatō,0,"[{'id': 'Y66.19ShnumanGen.a', 'index': 2}]"
xᵛarənaŋhatō,xᵛarənaŋᵛhatō,1,"[{'id': 'Y66.19ShnumanGen.a', 'index': 3}]"
aməṣ̌anąm,aməṣ̌anąm,0,"[{'id': 'Y66.19ShnumanGen.a', 'index': 4}]"
spəṇtanąm,spəṇtanąm,0,"[{'id': 'Y66.19ShnumanGen.a', 'index': 5}]"
miϑrahe,miϑrahe,0,"[{'id': 'Y66.19ShnumanGen.a', 'index': 6}, {'id': 'Y66.19ShnumanGen.b', 'index': 0}]"
vourugaōiiaōitōiš,vourugaōiiaōtōiš,1,"[{'id': 'Y66.19ShnumanGen.b', 'index': 1}]"
rāmanasca,rāmanasca,0,"[{'id': 'Y66.19ShnumanGen.b', 'index': 2}, {'id': 'Y66.19ShnumanGen.b', 'index': 3}]"
xᵛāstrahe,xᵛāstrahe,0,"[{'id': 'Y66.19ShnumanGen.b', 'index': 4}]"
huuarəxšaētahe,huuarəxšaētahe,0,"[{'id': 'Y66.19ShnumanGen.b', 'index': 5}, {'id': 'Y66.19ShnumanGen.c', 'index': 0}, {'id': 'Y66.19ShnumanGen.c', 'index': 1}]"
aməṣ̌ahe,aməṣ̌ahe,0,"[{'id': 'Y66.19ShnumanGen.c', 'index': 2}]"
raēuuahe,raēuuahe,0,"[{'id': 'Y66.19ShnumanGen.c', 'index': 3}]"
auruuat̰aspahe,auruuat̰aspahe,0,"[{'id': 'Y66.19ShnumanGen.c', 'index': 4}, {'id': 'Y66.19ShnumanGen.c', 'index': 5}]"
vaiiōiš,vaiiōi,1,"[{'id': 'Y66.19ShnumanGen.c', 'index': 6}, {'id': 'Y66.19ShnumanGen.d', 'index': 0}]"
uparōkairiiehe,uparōkairiiehe,0,"[{'id': 'Y66.19ShnumanGen.d', 'index': 1}, {'id': 'Y66.19ShnumanGen.d', 'index': 2}]"
taraδātō,taraδātō,0,"[{'id': 'Y66.19ShnumanGen.d', 'index': 3}]"
ańiiāiš,ańiiāiš,0,"[{'id': 'Y66.19ShnumanGen.d', 'index': 4}, {'id': 'Y66.19ShnumanGen.d', 'index': 5}]"
dāmąn,dāmąn,0,"[{'id': 'Y66.19ShnumanGen.d', 'index': 6}]"
aētat̰,aētat̰,0,"[{'id': 'Y66.19ShnumanGen.d', 'index': 7}]"
tē,tē,0,"[{'id': 'Y66.19ShnumanGen.d', 'index': 8}]"
vaiiō,vaiiō,0,"[{'id': 'Y66.19ShnumanGen.d', 'index': 9}]"
yat̰,yat̰,0,"[{'id': 'Y66.19ShnumanGen.d', 'index': 10}]"
tē,tē,0,"[{'id': 'Y66.19ShnumanGen.d', 'index': 11}]"
asti,asti,0,"[{'id': 'Y66.19ShnumanGen.d', 'index': 12}]"
spəṇtōmaińiiaōm,spəṇtōmaińiiaōm,0,"[{'id': 'Y66.19ShnumanGen.d', 'index': 13}, {'id': 'Y66.19ShnumanGen.d', 'index': 14}]"
razištaiiā̊,razištaiiā̊,0,"[{'id': 'Y66.19ShnumanGen.d', 'index': 15}, {'id': 'Y66.19ShnumanGen.e', 'index': 0}]"
cistaiiā̊,cistaiiā̊,0,"[{'id': 'Y66.19ShnumanGen.e', 'index': 1}]"
mazdaδātaiiā̊,mazdaδātaiiā̊,0,"[{'id': 'Y66.19ShnumanGen.e', 'index': 2}, {'id': 'Y66.19ShnumanGen.e', 'index': 3}]"
aṣ̌aōńiiā̊,aṣ̌aōńiiā̊,0,"[{'id': 'Y66.19ShnumanGen.e', 'index': 4}]"
daēnaiiā̊,daēnaiiā̊,0,"[{'id': 'Y66.19ShnumanGen.e', 'index': 5}, {'id': 'Y66.19ShnumanGen.e', 'index': 6}]"
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y66.19ShnumanGen.e', 'index': 7}]"
māzdaiiasnōiš,māzdaiiasnōiš,0,"[{'id': 'Y66.19ShnumanGen.e', 'index': 8}, {'id': 'Y66.19ShnumanGen.e', 'index': 9}]"
mąϑrahe,mąϑrahe,0,"[{'id': 'Y66.19ShnumanGen.e', 'index': 10}, {'id': 'Y66.19ShnumanGen.f', 'index': 0}]"
spəṇtahe,spəṇtahe,0,"[{'id': 'Y66.19ShnumanGen.f', 'index': 1}]"
aṣ̌aōnō,aṣ̌aōnō,0,"[{'id': 'Y66.19ShnumanGen.f', 'index': 2}, {'id': 'Y66.19ShnumanGen.f', 'index': 3}]"
vərəzaiiaŋhahe,vərəziiaŋᵛhahe,2,"[{'id': 'Y66.19ShnumanGen.f', 'index': 4}]"
dātahe,dātahe,0,"[{'id': 'Y66.19ShnumanGen.f', 'index': 5}, {'id': 'Y66.19ShnumanGen.f', 'index': 6}]"
vīdaēuuahe,vīdaēuuahe,0,"[{'id': 'Y66.19ShnumanGen.f', 'index': 7}]"
dātahe,dātahe,0,"[{'id': 'Y66.19ShnumanGen.f', 'index': 8}]"
zaraϑuštrōiš,zaraϑuštrōiš,0,"[{'id': 'Y66.19ShnumanGen.f', 'index': 9}, {'id': 'Y66.19ShnumanGen.f', 'index': 10}]"
darəγaiiā̊,darəγaiiā̊,0,"[{'id': 'Y66.19ShnumanGen.f', 'index': 11}]"
upaiianaiiā̊,upaiianaiiā̊,0,"[{'id': 'Y66.19ShnumanGen.f', 'index': 12}, {'id': 'Y66.19ShnumanGen.f', 'index': 13}]"
daēnaiiā̊,daēnaiiā̊,0,"[{'id': 'Y66.19ShnumanGen.f', 'index': 14}]"
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y66.19ShnumanGen.f', 'index': 15}]"
māzdaiiasnōiš,māzdaiiasnōiš,0,"[{'id': 'Y66.19ShnumanGen.f', 'index': 16}, {'id': 'Y66.19ShnumanGen.f', 'index': 17}]"
zarazdātōiš,zrazdātōiš,1,"[{'id': 'Y66.19ShnumanGen.f', 'index': 18}]"
mąϑrahe,mąϑrahe,0,"[{'id': 'Y66.19ShnumanGen.f', 'index': 19}, {'id': 'Y66.19ShnumanGen.f', 'index': 20}]"
spəṇtahe,spəṇtahe,0,"[{'id': 'Y66.19ShnumanGen.f', 'index': 21}]"
ušidarəϑrəm,ušidarəϑrəm,0,"[{'id': 'Y66.19ShnumanGen.f', 'index': 22}, {'id': 'Y66.19ShnumanGen.f', 'index': 23}]"
daēnaiiā̊,daēnaiiā̊,0,"[{'id': 'Y66.19ShnumanGen.f', 'index': 24}]"
māzdaiiasnōiš,māzdaiiasnōiš,0,"[{'id': 'Y66.19ShnumanGen.f', 'index': 25}]"
īdaēm,gaēm,2,"[{'id': 'Y66.19ShnumanGen.f', 'index': 26}]"
mąϑrahe,mąϑrahe,0,"[{'id': 'Y66.19ShnumanGen.f', 'index': 27}]"
spəṇtahe,spəṇtahe,0,"[{'id': 'Y66.19ShnumanGen.f', 'index': 28}]"
āsnahe,āsnahe,0,"[{'id': 'Y66.19ShnumanGen.f', 'index': 29}]"
xraϑβō,xraϑβō,0,"[{'id': 'Y66.19ShnumanGen.f', 'index': 30}]"
mazdaδātahe,mazdaδātahe,0,"[{'id': 'Y66.19ShnumanGen.f', 'index': 31}, {'id': 'Y66.19ShnumanGen.f', 'index': 32}]"
gaōšōsrītahe,gaōšōsrūtahe,1,"[{'id': 'Y66.19ShnumanGen.f', 'index': 33}]"
xraϑβō,xraϑβō,0,"[{'id': 'Y66.19ShnumanGen.f', 'index': 34}, {'id': 'Y66.19ShnumanGen.f', 'index': 35}]"
mazdaδātahe,mazdaδātahe,0,"[{'id': 'Y66.19ShnumanGen.f', 'index': 36}]"
āϑrō,āϑrō,0,"[{'id': 'Y66.19ShnumanGen.f', 'index': 37}, {'id': 'Y66.19ShnumanGen.g', 'index': 0}]"
ahurahe,ahurahe,0,"[{'id': 'Y66.19ShnumanGen.g', 'index': 1}, {'id': 'Y66.19ShnumanGen.g', 'index': 2}]"
mazdā̊,mazdā̊,0,"[{'id': 'Y66.19ShnumanGen.g', 'index': 3}]"
puϑra,puϑra,0,"[{'id': 'Y66.19ShnumanGen.g', 'index': 4}]"
tauua,tauua,0,"[{'id': 'Y66.19ShnumanGen.g', 'index': 5}]"
āϑrəš,āϑriš,1,"[{'id': 'Y66.19ShnumanGen.g', 'index': 6}]"
āϑarəš,ātarə̄,2,"[{'id': 'Y66.19ShnumanGen.g', 'index': 7}]"
āϑrəš,āϑriš,1,"[{'id': 'Y66.19ShnumanGen.g', 'index': 8}]"
āϑarəš,ātarə̄,2,"[{'id': 'Y66.19ShnumanGen.g', 'index': 9}]"
puϑra,puϑra,0,"[{'id': 'Y66.19ShnumanGen.g', 'index': 10}]"
ahurahe,ahurahe,0,"[{'id': 'Y66.19ShnumanGen.g', 'index': 11}]"
mazdā̊,mazdā̊,0,"[{'id': 'Y66.19ShnumanGen.g', 'index': 12}]"
mat̰,mat̰,0,"[{'id': 'Y66.19ShnumanGen.g', 'index': 13}, {'id': 'Y66.19ShnumanGen.g', 'index': 14}]"
vīspaēibiiō,vīspaēibiiō,0,"[{'id': 'Y66.19ShnumanGen.g', 'index': 15}]"
ātərəbiiō,ātərəbiiō,0,"[{'id': 'Y66.19ShnumanGen.g', 'index': 16}]"
garōiš,garōiš,0,"[{'id': 'Y66.19ShnumanGen.g', 'index': 17}, {'id': 'Y66.19ShnumanGen.h', 'index': 0}, {'id': 'Y66.19ShnumanGen.h', 'index': 1}]"
ušidarənahe,ušidarənahe,0,"[{'id': 'Y66.19ShnumanGen.h', 'index': 2}]"
mazdaδātahe,mazdaδātahe,0,"[{'id': 'Y66.19ShnumanGen.h', 'index': 3}, {'id': 'Y66.19ShnumanGen.h', 'index': 4}]"
aṣ̌axᵛāϑrahe,aṣ̌axᵛāϑrahe,0,"[{'id': 'Y66.19ShnumanGen.h', 'index': 5}]"
vīspaēšąm,vīspaēšąm,0,"[{'id': 'Y66.19ShnumanGen.h', 'index': 6}, {'id': 'Y66.19ShnumanGen.i', 'index': 0}, {'id': 'Y66.19ShnumanGen.i', 'index': 1}]"
yazatanąm,yazatanąm,0,"[{'id': 'Y66.19ShnumanGen.i', 'index': 2}]"
aṣ̌aōnąm,aṣ̌aōnąm,0,"[{'id': 'Y66.19ShnumanGen.i', 'index': 3}]"
maińiiauuanąm,maińiiauuanąm,0,"[{'id': 'Y66.19ShnumanGen.i', 'index': 4}]"
gaēϑiianąm,gaēϑiianąm,0,"[{'id': 'Y66.19ShnumanGen.i', 'index': 5}]"
aṣ̌aōnąm,aṣ̌aōnąm,0,"[{'id': 'Y66.19ShnumanGen.i', 'index': 6}, {'id': 'Y66.19ShnumanGen.j', 'index': 0}, {'id': 'Y66.19ShnumanGen.j', 'index': 1}]"
frauuašanąm,frauuaṣ̌inąm,2,"[{'id': 'Y66.19ShnumanGen.j', 'index': 2}]"
uγranąm,uγranąm,0,"[{'id': 'Y66.19ShnumanGen.j', 'index': 3}]"
aiβiϑīranąm,aiβiϑūranąm,1,"[{'id': 'Y66.19ShnumanGen.j', 'index': 4}, {'id': 'Y66.19ShnumanGen.j', 'index': 5}]"
paōiriiōt̰kaēšanąm,paōiriiōt̰kaēšanąm,0,"[{'id': 'Y66.19ShnumanGen.j', 'index': 6}]"
frauuašanąm,frauuaṣ̌inąm,2,"[{'id': 'Y66.19ShnumanGen.j', 'index': 7}]"
nabānazdištanąm,nabānazdištanąm,0,"[{'id': 'Y66.19ShnumanGen.j', 'index': 8}]"
frauuaṣ̌anąm,frauuaṣ̌inąm,1,"[{'id': 'Y66.19ShnumanGen.j', 'index': 9}, {'id': 'Y66.19ShnumanGen.j', 'index': 10}]"
aōxtōnāmanō,aōxtōnāmanō,0,"[{'id': 'Y66.19ShnumanGen.j', 'index': 11}, {'id': 'Y66.19ShnumanGen.j', 'index': 12}]"
yazatahe,yazatahe,0,"[{'id': 'Y66.19ShnumanGen.j', 'index': 13}, {'id': 'Y66.19ShnumanGen.j', 'index': 14}]"
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y66.19ShnumanGen.j', 'index': 15}, {'id': 'Y66.20a', 'index': 0}]"
daδąmi,daδąmi,0,"[{'id': 'Y66.20a', 'index': 1}]"
imąm,imąm,0,"[{'id': 'Y66.20a', 'index': 2}]"
zaōϑrąm,zaōϑrąm,0,"[{'id': 'Y66.20a', 'index': 3}]"
haōmauuaitīm,haōmauuaitīm,0,"[{'id': 'Y66.20a', 'index': 4}]"
gaōmauuaitīm,gaōmauuaitīm,0,"[{'id': 'Y66.20a', 'index': 5}, {'id': 'Y66.20a', 'index': 6}]"
haδānaēpatauuaitīm,haδānaēpatauuaitīm,0,"[{'id': 'Y66.20a', 'index': 7}]"
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y66.20a', 'index': 8}]"
uzdātąm,uzdātąm,0,"[{'id': 'Y66.20a', 'index': 9}]"
tauua,tauua,0,"[{'id': 'Y66.20a', 'index': 10}]"
ahurāne,ahurāne,0,"[{'id': 'Y66.20a', 'index': 11}, {'id': 'Y66.20a', 'index': 12}]"
ahurahe,ahurahe,0,"[{'id': 'Y66.20a', 'index': 13}]"
xšnīmaine,xšnūmaine,1,"[{'id': 'Y66.20a', 'index': 14}]"
ahurahe,ahurahe,0,"[{'id': 'Y66.20a', 'index': 15}, {'id': 'Y66.20ShnumanGen.a', 'index': 0}, {'id': 'Y66.20ShnumanGen.a', 'index': 1}]"
mazdā̊,mazdā̊,0,"[{'id': 'Y66.20ShnumanGen.a', 'index': 2}]"
raēuuatō,raēuuatō,0,"[{'id': 'Y66.20ShnumanGen.a', 'index': 3}]"
xᵛarənaŋhatō,xᵛarənaŋᵛhatō,1,"[{'id': 'Y66.20ShnumanGen.a', 'index': 4}, {'id': 'Y66.20ShnumanGen.a', 'index': 5}]"
aməṣ̌anąm,aməṣ̌anąm,0,"[{'id': 'Y66.20ShnumanGen.a', 'index': 6}]"
spəṇtanąm,spəṇtanąm,0,"[{'id': 'Y66.20ShnumanGen.a', 'index': 7}]"
miϑrahe,miϑrahe,0,"[{'id': 'Y66.20ShnumanGen.a', 'index': 8}, {'id': 'Y66.20ShnumanGen.b', 'index': 0}, {'id': 'Y66.20ShnumanGen.b', 'index': 1}]"
vourugaōiiaōitōiš,vourugaōiiaōtōiš,1,"[{'id': 'Y66.20ShnumanGen.b', 'index': 2}]"
rāmanasca,rāmanasca,0,"[{'id': 'Y66.20ShnumanGen.b', 'index': 3}, {'id': 'Y66.20ShnumanGen.b', 'index': 4}]"
xᵛāstrahe,xᵛāstrahe,0,"[{'id': 'Y66.20ShnumanGen.b', 'index': 5}]"
huuaraxšaētahe,huuarəxšaētahe,1,"[{'id': 'Y66.20ShnumanGen.b', 'index': 6}, {'id': 'Y66.20ShnumanGen.c', 'index': 0}, {'id': 'Y66.20ShnumanGen.c', 'index': 1}]"
aməṣ̌ahe,aməṣ̌ahe,0,"[{'id': 'Y66.20ShnumanGen.c', 'index': 2}]"
raēuuahe,raēuuahe,0,"[{'id': 'Y66.20ShnumanGen.c', 'index': 3}]"
auruuat̰aspahe,auruuat̰aspahe,0,"[{'id': 'Y66.20ShnumanGen.c', 'index': 4}, {'id': 'Y66.20ShnumanGen.c', 'index': 5}]"
vaiiōiš,vaiiōi,1,"[{'id': 'Y66.20ShnumanGen.c', 'index': 6}, {'id': 'Y66.20ShnumanGen.d', 'index': 0}]"
uparōkairiiehe,uparōkairiiehe,0,"[{'id': 'Y66.20ShnumanGen.d', 'index': 1}, {'id': 'Y66.20ShnumanGen.d', 'index': 2}]"
taraδātō,taraδātō,0,"[{'id': 'Y66.20ShnumanGen.d', 'index': 3}]"
ańiiāiš,ańiiāiš,0,"[{'id': 'Y66.20ShnumanGen.d', 'index': 4}, {'id': 'Y66.20ShnumanGen.d', 'index': 5}]"
dāmąn,dāmąn,0,"[{'id': 'Y66.20ShnumanGen.d', 'index': 6}]"
aētat̰,aētat̰,0,"[{'id': 'Y66.20ShnumanGen.d', 'index': 7}]"
tē,tē,0,"[{'id': 'Y66.20ShnumanGen.d', 'index': 8}]"
vaiiō,vaiiō,0,"[{'id': 'Y66.20ShnumanGen.d', 'index': 9}]"
yat̰,yat̰,0,"[{'id': 'Y66.20ShnumanGen.d', 'index': 10}]"
tē,tē,0,"[{'id': 'Y66.20ShnumanGen.d', 'index': 11}]"
asti,asti,0,"[{'id': 'Y66.20ShnumanGen.d', 'index': 12}]"
spəṇtōmaińiiōm,spəṇtōmaińiiaōm,1,"[{'id': 'Y66.20ShnumanGen.d', 'index': 13}, {'id': 'Y66.20ShnumanGen.d', 'index': 14}]"
razištaiiā̊,razištaiiā̊,0,"[{'id': 'Y66.20ShnumanGen.d', 'index': 15}, {'id': 'Y66.20ShnumanGen.e', 'index': 0}]"
cistaiiā̊,cistaiiā̊,0,"[{'id': 'Y66.20ShnumanGen.e', 'index': 1}]"
mazdaδātaiiā̊,mazdaδātaiiā̊,0,"[{'id': 'Y66.20ShnumanGen.e', 'index': 2}]"
aṣ̌aōńiiā̊,aṣ̌aōńiiā̊,0,"[{'id': 'Y66.20ShnumanGen.e', 'index': 3}]"
daēnaiiā̊,daēnaiiā̊,0,"[{'id': 'Y66.20ShnumanGen.e', 'index': 4}, {'id': 'Y66.20ShnumanGen.e', 'index': 5}]"
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y66.20ShnumanGen.e', 'index': 6}]"
māzdaiiasnōiš,māzdaiiasnōiš,0,"[{'id': 'Y66.20ShnumanGen.e', 'index': 7}, {'id': 'Y66.20ShnumanGen.e', 'index': 8}]"
mąϑrahe,mąϑrahe,0,"[{'id': 'Y66.20ShnumanGen.e', 'index': 9}, {'id': 'Y66.20ShnumanGen.f', 'index': 0}]"
spəṇtahe,spəṇtahe,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 1}]"
aṣ̌aōnō,aṣ̌aōnō,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 2}, {'id': 'Y66.20ShnumanGen.f', 'index': 3}]"
vərəzaiiaŋhahe,vərəziiaŋᵛhahe,2,"[{'id': 'Y66.20ShnumanGen.f', 'index': 4}]"
dātahe,dātahe,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 5}]"
vīdaēuuahe,vīdaēuuahe,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 6}]"
dātahe,dātahe,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 7}]"
zaraϑuštrōiš,zaraϑuštrōiš,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 8}, {'id': 'Y66.20ShnumanGen.f', 'index': 9}]"
darəγaiiā̊,darəγaiiā̊,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 10}]"
upaiianaiiā̊,upaiianaiiā̊,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 11}]"
daēnaiiā̊,daēnaiiā̊,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 12}]"
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y66.20ShnumanGen.f', 'index': 13}]"
